device_serial,start_date,end_date,duration_time,duration_day,min_temp,max_temp,mean_temp,std_temp,min_humi,max_humi,mean_humi,std_humi,min_acc,max_acc,mean_acc,std_acc,q1_temp,q3_temp,temp_start,temp_end,q1_humi,q3_humi,humi_start,humi_end,q1_acc,q3_acc,acc_start,acc_end,item_shock,alert_temp_sum,alert_humi_sum,alert_acc_sum,broken_yn
VC6M6033,2024-11-18 11:33:25,2024-12-22 03:23:25,807.83,33.00,-4.70,24.70,2.93,25.23,26.00,95.00,57.71,12.72,0.89,2.18,0.99,0.07,-0.50,4.50,-8.00,12.00,49.00,63.00,28.00,84.00,0.93,1.03,0.78,1.18,1,69,82,19,1
VC6M6033,2024-11-18 11:33:25,2024-12-22 03:23:25,807.83,33.00,-4.70,24.70,2.93,25.23,26.00,95.00,57.71,12.72,0.89,2.18,0.99,0.07,-0.50,4.50,-8.00,12.00,49.00,63.00,28.00,84.00,0.93,1.03,0.78,1.18,0,69,82,19,1
VC6M6034,2024-11-23 13:51:32,2025-01-08 16:11:32,1106.33,46.00,-5.50,21.30,12.81,51.31,32.00,87.00,53.30,8.78,0.88,1.81,1.16,0.10,7.50,20.10,-11.40,39.00,46.00,60.00,25.00,81.00,1.06,1.21,0.84,1.43,1,0,6,12,1
VC6M6034,2024-11-23 13:51:32,2025-01-08 16:11:32,1106.33,46.00,-5.50,21.30,12.81,51.31,32.00,87.00,53.30,8.78,0.88,1.81,1.16,0.10,7.50,20.10,-11.40,39.00,46.00,60.00,25.00,81.00,1.06,1.21,0.84,1.43,0,0,6,12,1
VC6M6034,2024-11-23 13:51:32,2025-01-08 16:11:32,1106.33,46.00,-5.50,21.30,12.81,51.31,32.00,87.00,53.30,8.78,0.88,1.81,1.16,0.10,7.50,20.10,-11.40,39.00,46.00,60.00,25.00,81.00,1.06,1.21,0.84,1.43,0,0,6,12,1
VC6M6034,2024-11-23 13:51:32,2025-01-08 16:11:32,1106.33,46.00,-5.50,21.30,12.81,51.31,32.00,87.00,53.30,8.78,0.88,1.81,1.16,0.10,7.50,20.10,-11.40,39.00,46.00,60.00,25.00,81.00,1.06,1.21,0.84,1.43,1,0,6,12,1
VC6M6035,2024-11-27 11:37:00,2024-12-03 03:47:00,136.17,5.00,3.90,14.70,11.04,10.05,57.00,68.00,64.65,3.02,1.00,1.44,1.03,0.07,8.70,13.70,1.20,21.20,62.00,67.00,54.50,74.50,1.00,1.00,1.00,1.00,0,0,0,34,0
VC6M6035,2024-11-27 11:37:00,2024-12-03 03:47:00,136.17,5.00,3.90,14.70,11.04,10.05,57.00,68.00,64.65,3.02,1.00,1.44,1.03,0.07,8.70,13.70,1.20,21.20,62.00,67.00,54.50,74.50,1.00,1.00,1.00,1.00,0,0,0,34,0
VC6M6036,2024-11-18 16:02:08,2025-01-17 16:12:08,1440.17,60.00,-13.40,11.00,-0.20,13.38,22.00,69.00,59.74,5.33,0.90,1.70,0.95,0.05,-2.60,2.50,-10.25,10.15,58.00,64.00,49.00,73.00,0.93,0.94,0.92,0.95,0,28,26,77,1
VC6M6036,2024-11-18 16:02:08,2025-01-17 16:12:08,1440.17,60.00,-13.40,11.00,-0.20,13.38,22.00,69.00,59.74,5.33,0.90,1.70,0.95,0.05,-2.60,2.50,-10.25,10.15,58.00,64.00,49.00,73.00,0.93,0.94,0.92,0.95,0,28,26,77,1
VC6M6036,2024-11-18 16:02:08,2025-01-17 16:12:08,1440.17,60.00,-13.40,11.00,-0.20,13.38,22.00,69.00,59.74,5.33,0.90,1.70,0.95,0.05,-2.60,2.50,-10.25,10.15,58.00,64.00,49.00,73.00,0.93,0.94,0.92,0.95,1,28,26,77,1
VC6M6036,2024-11-18 16:02:08,2025-01-17 16:12:08,1440.17,60.00,-13.40,11.00,-0.20,13.38,22.00,69.00,59.74,5.33,0.90,1.70,0.95,0.05,-2.60,2.50,-10.25,10.15,58.00,64.00,49.00,73.00,0.93,0.94,0.92,0.95,1,28,26,77,1
VC6M6037,2024-11-20 21:12:00,2024-11-21 10:22:00,13.17,0.00,4.60,9.70,6.71,2.89,59.00,71.00,66.03,3.20,1.10,1.51,1.14,0.10,5.00,8.50,-0.25,13.75,63.00,68.00,55.50,75.50,1.10,1.10,1.10,1.10,0,0,0,7,1
VC6M6037,2024-11-20 21:12:00,2024-11-21 10:22:00,13.17,0.00,4.60,9.70,6.71,2.89,59.00,71.00,66.03,3.20,1.10,1.51,1.14,0.10,5.00,8.50,-0.25,13.75,63.00,68.00,55.50,75.50,1.10,1.10,1.10,1.10,1,0,0,7,1
VC6M6037,2024-11-20 21:12:00,2024-11-21 10:22:00,13.17,0.00,4.60,9.70,6.71,2.89,59.00,71.00,66.03,3.20,1.10,1.51,1.14,0.10,5.00,8.50,-0.25,13.75,63.00,68.00,55.50,75.50,1.10,1.10,1.10,1.10,0,0,0,7,1
VC6M6037,2024-11-20 21:12:00,2024-11-21 10:22:00,13.17,0.00,4.60,9.70,6.71,2.89,59.00,71.00,66.03,3.20,1.10,1.51,1.14,0.10,5.00,8.50,-0.25,13.75,63.00,68.00,55.50,75.50,1.10,1.10,1.10,1.10,1,0,0,7,1
VC6M6038,2024-12-13 01:07:35,2025-01-23 11:27:35,994.33,41.00,-10.80,6.70,0.11,11.08,40.00,91.00,58.87,7.72,0.93,5.33,1.01,0.09,-1.80,2.50,-8.25,8.95,53.00,64.00,36.50,80.50,1.00,1.01,0.98,1.02,0,79,5,347,1
VC6M6038,2024-12-13 01:07:35,2025-01-23 11:27:35,994.33,41.00,-10.80,6.70,0.11,11.08,40.00,91.00,58.87,7.72,0.93,5.33,1.01,0.09,-1.80,2.50,-8.25,8.95,53.00,64.00,36.50,80.50,1.00,1.01,0.98,1.02,1,79,5,347,1
VC6M6038,2024-12-13 01:07:35,2025-01-23 11:27:35,994.33,41.00,-10.80,6.70,0.11,11.08,40.00,91.00,58.87,7.72,0.93,5.33,1.01,0.09,-1.80,2.50,-8.25,8.95,53.00,64.00,36.50,80.50,1.00,1.01,0.98,1.02,1,79,5,347,1
VC6M6038,2024-12-13 01:07:35,2025-01-23 11:27:35,994.33,41.00,-10.80,6.70,0.11,11.08,40.00,91.00,58.87,7.72,0.93,5.33,1.01,0.09,-1.80,2.50,-8.25,8.95,53.00,64.00,36.50,80.50,1.00,1.01,0.98,1.02,0,79,5,347,1
VC6M6039,2024-11-15 13:21:49,2025-01-02 14:41:49,1153.33,48.00,-5.30,23.20,2.17,10.55,54.00,64.00,58.58,2.20,0.86,1.56,0.96,0.08,0.30,4.00,-5.25,9.55,57.00,60.00,52.50,64.50,0.86,1.00,0.65,1.21,0,14,0,5,1
VC6M6039,2024-11-15 13:21:49,2025-01-02 14:41:49,1153.33,48.00,-5.30,23.20,2.17,10.55,54.00,64.00,58.58,2.20,0.86,1.56,0.96,0.08,0.30,4.00,-5.25,9.55,57.00,60.00,52.50,64.50,0.86,1.00,0.65,1.21,1,14,0,5,1
VC6M6039,2024-11-15 13:21:49,2025-01-02 14:41:49,1153.33,48.00,-5.30,23.20,2.17,10.55,54.00,64.00,58.58,2.20,0.86,1.56,0.96,0.08,0.30,4.00,-5.25,9.55,57.00,60.00,52.50,64.50,0.86,1.00,0.65,1.21,1,14,0,5,1
VC6M6039,2024-11-15 13:21:49,2025-01-02 14:41:49,1153.33,48.00,-5.30,23.20,2.17,10.55,54.00,64.00,58.58,2.20,0.86,1.56,0.96,0.08,0.30,4.00,-5.25,9.55,57.00,60.00,52.50,64.50,0.86,1.00,0.65,1.21,0,14,0,5,1
VC6M603A,2024-11-23 23:22:04,2025-01-14 12:22:04,1237.00,51.00,-13.00,19.00,3.16,47.76,41.00,86.00,58.24,8.12,0.88,1.98,0.98,0.06,-1.50,8.70,-16.80,24.00,52.00,66.00,31.00,87.00,0.96,1.00,0.90,1.06,0,0,0,363,1
VC6M603A,2024-11-23 23:22:04,2025-01-14 12:22:04,1237.00,51.00,-13.00,19.00,3.16,47.76,41.00,86.00,58.24,8.12,0.88,1.98,0.98,0.06,-1.50,8.70,-16.80,24.00,52.00,66.00,31.00,87.00,0.96,1.00,0.90,1.06,0,0,0,363,1
VC6M603A,2024-11-23 23:22:04,2025-01-14 12:22:04,1237.00,51.00,-13.00,19.00,3.16,47.76,41.00,86.00,58.24,8.12,0.88,1.98,0.98,0.06,-1.50,8.70,-16.80,24.00,52.00,66.00,31.00,87.00,0.96,1.00,0.90,1.06,1,0,0,363,1
VC6M603A,2024-11-23 23:22:04,2025-01-14 12:22:04,1237.00,51.00,-13.00,19.00,3.16,47.76,41.00,86.00,58.24,8.12,0.88,1.98,0.98,0.06,-1.50,8.70,-16.80,24.00,52.00,66.00,31.00,87.00,0.96,1.00,0.90,1.06,1,0,0,363,1
VC6M603C,2024-11-28 09:20:00,2025-01-04 09:10:00,887.83,36.00,-3.40,5.60,0.92,4.25,58.00,67.00,61.82,1.54,1.00,1.40,1.00,0.02,-0.80,2.30,-5.45,6.95,61.00,63.00,58.00,66.00,1.00,1.00,1.00,1.00,0,0,2,6,0
VC6M603C,2024-11-28 09:20:00,2025-01-04 09:10:00,887.83,36.00,-3.40,5.60,0.92,4.25,58.00,67.00,61.82,1.54,1.00,1.40,1.00,0.02,-0.80,2.30,-5.45,6.95,61.00,63.00,58.00,66.00,1.00,1.00,1.00,1.00,0,0,2,6,0
VC6M603D,2024-11-24 01:23:16,2025-01-09 07:13:16,1109.83,46.00,-5.70,20.60,5.65,38.39,36.00,73.00,55.76,7.25,0.88,1.51,1.07,0.11,0.30,10.20,-14.55,25.05,52.00,61.00,38.50,74.50,0.95,1.11,0.71,1.35,0,0,6,3,1
VC6M603D,2024-11-24 01:23:16,2025-01-09 07:13:16,1109.83,46.00,-5.70,20.60,5.65,38.39,36.00,73.00,55.76,7.25,0.88,1.51,1.07,0.11,0.30,10.20,-14.55,25.05,52.00,61.00,38.50,74.50,0.95,1.11,0.71,1.35,1,0,6,3,1
VC6M603D,2024-11-24 01:23:16,2025-01-09 07:13:16,1109.83,46.00,-5.70,20.60,5.65,38.39,36.00,73.00,55.76,7.25,0.88,1.51,1.07,0.11,0.30,10.20,-14.55,25.05,52.00,61.00,38.50,74.50,0.95,1.11,0.71,1.35,0,0,6,3,1
VC6M603D,2024-11-24 01:23:16,2025-01-09 07:13:16,1109.83,46.00,-5.70,20.60,5.65,38.39,36.00,73.00,55.76,7.25,0.88,1.51,1.07,0.11,0.30,10.20,-14.55,25.05,52.00,61.00,38.50,74.50,0.95,1.11,0.71,1.35,1,0,6,3,1
VC6M6040,2024-12-13 09:47:09,2024-12-14 15:17:09,29.50,1.00,-0.90,6.50,2.18,4.58,46.00,58.00,53.65,4.11,1.00,1.30,1.01,0.04,0.00,3.90,-5.85,9.75,50.25,56.00,41.62,64.62,1.00,1.00,1.00,1.00,0,0,0,12,0
VC6M6040,2024-12-13 09:47:09,2024-12-14 15:17:09,29.50,1.00,-0.90,6.50,2.18,4.58,46.00,58.00,53.65,4.11,1.00,1.30,1.01,0.04,0.00,3.90,-5.85,9.75,50.25,56.00,41.62,64.62,1.00,1.00,1.00,1.00,0,0,0,12,0
VC6M6041,2024-11-26 16:26:34,2024-12-19 08:06:34,543.67,22.00,-5.10,11.00,-1.99,11.04,41.00,67.00,41.62,2.86,1.00,1.35,1.04,0.07,-4.00,-0.90,-8.65,3.75,41.00,41.00,41.00,41.00,1.02,1.02,1.02,1.02,0,5,20,31,0
VC6M6041,2024-11-26 16:26:34,2024-12-19 08:06:34,543.67,22.00,-5.10,11.00,-1.99,11.04,41.00,67.00,41.62,2.86,1.00,1.35,1.04,0.07,-4.00,-0.90,-8.65,3.75,41.00,41.00,41.00,41.00,1.02,1.02,1.02,1.02,0,5,20,31,0
VC6M6043,2024-12-14 20:06:10,2025-01-18 23:26:10,843.33,35.00,-12.80,10.20,-0.79,21.88,38.00,95.00,57.54,11.22,0.93,1.51,1.00,0.05,-3.90,1.88,-12.56,10.54,49.00,63.75,26.88,85.88,0.99,1.01,0.96,1.04,0,15,72,359,1
VC6M6043,2024-12-14 20:06:10,2025-01-18 23:26:10,843.33,35.00,-12.80,10.20,-0.79,21.88,38.00,95.00,57.54,11.22,0.93,1.51,1.00,0.05,-3.90,1.88,-12.56,10.54,49.00,63.75,26.88,85.88,0.99,1.01,0.96,1.04,0,15,72,359,1
VC6M6043,2024-12-14 20:06:10,2025-01-18 23:26:10,843.33,35.00,-12.80,10.20,-0.79,21.88,38.00,95.00,57.54,11.22,0.93,1.51,1.00,0.05,-3.90,1.88,-12.56,10.54,49.00,63.75,26.88,85.88,0.99,1.01,0.96,1.04,1,15,72,359,1
VC6M6043,2024-12-14 20:06:10,2025-01-18 23:26:10,843.33,35.00,-12.80,10.20,-0.79,21.88,38.00,95.00,57.54,11.22,0.93,1.51,1.00,0.05,-3.90,1.88,-12.56,10.54,49.00,63.75,26.88,85.88,0.99,1.01,0.96,1.04,1,15,72,359,1
VC6M6046,2024-11-20 09:05:34,2024-11-20 10:25:34,1.33,0.00,4.80,6.60,5.56,0.44,60.00,62.00,60.78,0.67,0.91,1.30,1.07,0.14,4.90,6.00,3.25,7.65,60.00,61.00,58.50,62.50,1.00,1.20,0.70,1.50,0,0,0,0,0
VC6M6046,2024-11-20 09:05:34,2024-11-20 10:25:34,1.33,0.00,4.80,6.60,5.56,0.44,60.00,62.00,60.78,0.67,0.91,1.30,1.07,0.14,4.90,6.00,3.25,7.65,60.00,61.00,58.50,62.50,1.00,1.20,0.70,1.50,0,0,0,0,0
VC6M6049,2024-11-27 14:10:50,2024-12-03 05:10:50,135.00,5.00,-1.80,13.10,6.71,15.96,58.00,69.00,64.50,2.08,1.00,1.40,1.01,0.04,2.60,10.20,-8.80,21.60,63.00,66.00,58.50,70.50,1.00,1.00,1.00,1.00,0,0,3,36,0
VC6M6049,2024-11-27 14:10:50,2024-12-03 05:10:50,135.00,5.00,-1.80,13.10,6.71,15.96,58.00,69.00,64.50,2.08,1.00,1.40,1.01,0.04,2.60,10.20,-8.80,21.60,63.00,66.00,58.50,70.50,1.00,1.00,1.00,1.00,0,0,3,36,0
VC6M604F,2024-11-15 13:48:47,2024-11-23 09:58:47,188.17,7.00,4.10,26.60,23.75,3.73,24.00,86.00,39.45,8.53,1.02,1.28,1.07,0.01,22.90,24.90,19.90,27.90,31.00,45.00,10.00,66.00,1.07,1.07,1.07,1.07,0,2,2,35,0
VC6M604F,2024-11-15 13:48:47,2024-11-23 09:58:47,188.17,7.00,4.10,26.60,23.75,3.73,24.00,86.00,39.45,8.53,1.02,1.28,1.07,0.01,22.90,24.90,19.90,27.90,31.00,45.00,10.00,66.00,1.07,1.07,1.07,1.07,0,2,2,35,0
VC6M6050,2024-11-21 09:46:26,2025-01-18 00:46:26,1383.00,57.00,-11.10,14.50,-0.19,9.54,40.00,69.00,59.21,3.73,0.95,1.22,1.01,0.03,-2.40,2.40,-9.60,9.60,57.00,62.00,49.50,69.50,1.02,1.02,1.02,1.02,0,10,2,184,0
VC6M6050,2024-11-21 09:46:26,2025-01-18 00:46:26,1383.00,57.00,-11.10,14.50,-0.19,9.54,40.00,69.00,59.21,3.73,0.95,1.22,1.01,0.03,-2.40,2.40,-9.60,9.60,57.00,62.00,49.50,69.50,1.02,1.02,1.02,1.02,0,10,2,184,0
VC6M6051,2024-12-01 01:22:46,2024-12-02 18:52:46,41.50,1.00,2.70,12.40,6.88,8.32,65.00,85.00,72.86,4.61,1.00,1.60,1.01,0.05,4.40,9.00,-2.50,15.90,70.00,75.00,62.50,82.50,1.00,1.00,1.00,1.00,0,0,8,8,1
VC6M6051,2024-12-01 01:22:46,2024-12-02 18:52:46,41.50,1.00,2.70,12.40,6.88,8.32,65.00,85.00,72.86,4.61,1.00,1.60,1.01,0.05,4.40,9.00,-2.50,15.90,70.00,75.00,62.50,82.50,1.00,1.00,1.00,1.00,1,0,8,8,1
VC6M6051,2024-12-01 01:22:46,2024-12-02 18:52:46,41.50,1.00,2.70,12.40,6.88,8.32,65.00,85.00,72.86,4.61,1.00,1.60,1.01,0.05,4.40,9.00,-2.50,15.90,70.00,75.00,62.50,82.50,1.00,1.00,1.00,1.00,0,0,8,8,1
VC6M6051,2024-12-01 01:22:46,2024-12-02 18:52:46,41.50,1.00,2.70,12.40,6.88,8.32,65.00,85.00,72.86,4.61,1.00,1.60,1.01,0.05,4.40,9.00,-2.50,15.90,70.00,75.00,62.50,82.50,1.00,1.00,1.00,1.00,1,0,8,8,1
VC6M6052,2024-12-03 01:51:30,2024-12-03 03:01:30,1.17,0.00,2.40,3.30,2.75,0.11,67.00,68.00,67.67,0.52,1.10,1.30,1.19,0.07,2.53,2.88,2.00,3.40,67.25,68.00,66.12,69.12,1.13,1.21,1.02,1.33,0,0,0,0,0
VC6M6052,2024-12-03 01:51:30,2024-12-03 03:01:30,1.17,0.00,2.40,3.30,2.75,0.11,67.00,68.00,67.67,0.52,1.10,1.30,1.19,0.07,2.53,2.88,2.00,3.40,67.25,68.00,66.12,69.12,1.13,1.21,1.02,1.33,0,0,0,0,0
VC6M6053,2024-11-15 16:33:18,2024-12-29 13:33:18,1053.00,43.00,-2.10,19.30,6.88,72.02,48.00,71.00,59.11,5.37,0.90,1.20,0.99,0.09,0.40,17.40,-25.10,42.90,54.00,64.00,39.00,79.00,0.92,1.10,0.65,1.37,0,0,0,0,0
VC6M6053,2024-11-15 16:33:18,2024-12-29 13:33:18,1053.00,43.00,-2.10,19.30,6.88,72.02,48.00,71.00,59.11,5.37,0.90,1.20,0.99,0.09,0.40,17.40,-25.10,42.90,54.00,64.00,39.00,79.00,0.92,1.10,0.65,1.37,0,0,0,0,0
VC6M6054,2024-11-21 10:42:27,2025-01-14 13:02:27,1298.33,54.00,-4.70,25.60,18.14,65.58,14.00,80.00,30.79,16.16,0.91,1.77,1.05,0.07,20.20,22.90,16.15,26.95,18.00,43.00,-19.50,80.50,1.00,1.10,0.85,1.25,0,631,0,4,1
VC6M6054,2024-11-21 10:42:27,2025-01-14 13:02:27,1298.33,54.00,-4.70,25.60,18.14,65.58,14.00,80.00,30.79,16.16,0.91,1.77,1.05,0.07,20.20,22.90,16.15,26.95,18.00,43.00,-19.50,80.50,1.00,1.10,0.85,1.25,1,631,0,4,1
VC6M6054,2024-11-21 10:42:27,2025-01-14 13:02:27,1298.33,54.00,-4.70,25.60,18.14,65.58,14.00,80.00,30.79,16.16,0.91,1.77,1.05,0.07,20.20,22.90,16.15,26.95,18.00,43.00,-19.50,80.50,1.00,1.10,0.85,1.25,1,631,0,4,1
VC6M6054,2024-11-21 10:42:27,2025-01-14 13:02:27,1298.33,54.00,-4.70,25.60,18.14,65.58,14.00,80.00,30.79,16.16,0.91,1.77,1.05,0.07,20.20,22.90,16.15,26.95,18.00,43.00,-19.50,80.50,1.00,1.10,0.85,1.25,0,631,0,4,1
VC6M6055,2024-11-26 11:08:47,2024-12-03 03:38:47,160.50,6.00,-0.80,14.90,7.11,15.31,57.00,78.00,65.33,3.53,1.10,1.70,1.11,0.04,3.50,10.20,-6.55,20.25,63.00,67.00,57.00,73.00,1.10,1.10,1.10,1.10,0,0,30,31,1
VC6M6055,2024-11-26 11:08:47,2024-12-03 03:38:47,160.50,6.00,-0.80,14.90,7.11,15.31,57.00,78.00,65.33,3.53,1.10,1.70,1.11,0.04,3.50,10.20,-6.55,20.25,63.00,67.00,57.00,73.00,1.10,1.10,1.10,1.10,1,0,30,31,1
VC6M6055,2024-11-26 11:08:47,2024-12-03 03:38:47,160.50,6.00,-0.80,14.90,7.11,15.31,57.00,78.00,65.33,3.53,1.10,1.70,1.11,0.04,3.50,10.20,-6.55,20.25,63.00,67.00,57.00,73.00,1.10,1.10,1.10,1.10,0,0,30,31,1
VC6M6055,2024-11-26 11:08:47,2024-12-03 03:38:47,160.50,6.00,-0.80,14.90,7.11,15.31,57.00,78.00,65.33,3.53,1.10,1.70,1.11,0.04,3.50,10.20,-6.55,20.25,63.00,67.00,57.00,73.00,1.10,1.10,1.10,1.10,1,0,30,31,1
VC6M6056,2024-11-26 09:03:08,2025-01-14 09:33:08,1176.50,49.00,-9.70,11.30,0.31,12.32,49.00,76.00,55.96,3.24,0.94,1.63,1.05,0.05,-2.30,2.60,-9.65,9.95,54.00,58.00,48.00,64.00,1.00,1.08,0.88,1.20,0,15,70,8,1
VC6M6056,2024-11-26 09:03:08,2025-01-14 09:33:08,1176.50,49.00,-9.70,11.30,0.31,12.32,49.00,76.00,55.96,3.24,0.94,1.63,1.05,0.05,-2.30,2.60,-9.65,9.95,54.00,58.00,48.00,64.00,1.00,1.08,0.88,1.20,1,15,70,8,1
VC6M6056,2024-11-26 09:03:08,2025-01-14 09:33:08,1176.50,49.00,-9.70,11.30,0.31,12.32,49.00,76.00,55.96,3.24,0.94,1.63,1.05,0.05,-2.30,2.60,-9.65,9.95,54.00,58.00,48.00,64.00,1.00,1.08,0.88,1.20,1,15,70,8,1
VC6M6056,2024-11-26 09:03:08,2025-01-14 09:33:08,1176.50,49.00,-9.70,11.30,0.31,12.32,49.00,76.00,55.96,3.24,0.94,1.63,1.05,0.05,-2.30,2.60,-9.65,9.95,54.00,58.00,48.00,64.00,1.00,1.08,0.88,1.20,0,15,70,8,1
VC6M6057,2024-12-11 16:39:48,2025-01-14 09:29:48,808.83,33.00,-10.80,9.30,0.45,12.18,37.00,70.00,54.35,5.21,0.90,1.99,1.03,0.05,-1.10,2.60,-6.65,8.15,50.00,58.00,38.00,70.00,1.00,1.05,0.92,1.12,0,132,1,328,1
VC6M6057,2024-12-11 16:39:48,2025-01-14 09:29:48,808.83,33.00,-10.80,9.30,0.45,12.18,37.00,70.00,54.35,5.21,0.90,1.99,1.03,0.05,-1.10,2.60,-6.65,8.15,50.00,58.00,38.00,70.00,1.00,1.05,0.92,1.12,1,132,1,328,1
VC6M6057,2024-12-11 16:39:48,2025-01-14 09:29:48,808.83,33.00,-10.80,9.30,0.45,12.18,37.00,70.00,54.35,5.21,0.90,1.99,1.03,0.05,-1.10,2.60,-6.65,8.15,50.00,58.00,38.00,70.00,1.00,1.05,0.92,1.12,0,132,1,328,1
VC6M6057,2024-12-11 16:39:48,2025-01-14 09:29:48,808.83,33.00,-10.80,9.30,0.45,12.18,37.00,70.00,54.35,5.21,0.90,1.99,1.03,0.05,-1.10,2.60,-6.65,8.15,50.00,58.00,38.00,70.00,1.00,1.05,0.92,1.12,1,132,1,328,1
VC6M6059,2024-12-06 14:48:14,2024-12-10 15:58:14,97.17,4.00,-1.40,11.80,1.95,4.17,39.00,59.00,55.01,3.00,1.00,1.22,1.01,0.03,0.30,3.20,-4.05,7.55,53.00,57.00,47.00,63.00,1.00,1.00,1.00,1.00,0,6,6,20,0
VC6M6059,2024-12-06 14:48:14,2024-12-10 15:58:14,97.17,4.00,-1.40,11.80,1.95,4.17,39.00,59.00,55.01,3.00,1.00,1.22,1.01,0.03,0.30,3.20,-4.05,7.55,53.00,57.00,47.00,63.00,1.00,1.00,1.00,1.00,0,6,6,20,0
VC6M605A,2024-12-13 22:32:44,2025-01-15 18:32:44,788.00,32.00,-13.00,14.00,-1.26,18.11,45.00,93.00,57.77,11.76,0.91,1.56,1.02,0.08,-3.80,1.50,-11.75,9.45,48.75,61.00,30.38,79.38,0.95,1.10,0.72,1.33,0,52,139,4,1
VC6M605A,2024-12-13 22:32:44,2025-01-15 18:32:44,788.00,32.00,-13.00,14.00,-1.26,18.11,45.00,93.00,57.77,11.76,0.91,1.56,1.02,0.08,-3.80,1.50,-11.75,9.45,48.75,61.00,30.38,79.38,0.95,1.10,0.72,1.33,1,52,139,4,1
VC6M605A,2024-12-13 22:32:44,2025-01-15 18:32:44,788.00,32.00,-13.00,14.00,-1.26,18.11,45.00,93.00,57.77,11.76,0.91,1.56,1.02,0.08,-3.80,1.50,-11.75,9.45,48.75,61.00,30.38,79.38,0.95,1.10,0.72,1.33,0,52,139,4,1
VC6M605A,2024-12-13 22:32:44,2025-01-15 18:32:44,788.00,32.00,-13.00,14.00,-1.26,18.11,45.00,93.00,57.77,11.76,0.91,1.56,1.02,0.08,-3.80,1.50,-11.75,9.45,48.75,61.00,30.38,79.38,0.95,1.10,0.72,1.33,1,52,139,4,1
VC6M605B,2024-11-29 16:31:48,2025-01-12 07:11:48,1046.67,43.00,-11.00,17.40,0.14,16.02,41.00,69.00,44.75,2.54,0.92,2.88,1.02,0.04,-2.60,2.80,-10.70,10.90,43.00,45.00,40.00,48.00,1.02,1.02,1.02,1.02,0,66,85,540,1
VC6M605B,2024-11-29 16:31:48,2025-01-12 07:11:48,1046.67,43.00,-11.00,17.40,0.14,16.02,41.00,69.00,44.75,2.54,0.92,2.88,1.02,0.04,-2.60,2.80,-10.70,10.90,43.00,45.00,40.00,48.00,1.02,1.02,1.02,1.02,1,66,85,540,1
VC6M605B,2024-11-29 16:31:48,2025-01-12 07:11:48,1046.67,43.00,-11.00,17.40,0.14,16.02,41.00,69.00,44.75,2.54,0.92,2.88,1.02,0.04,-2.60,2.80,-10.70,10.90,43.00,45.00,40.00,48.00,1.02,1.02,1.02,1.02,1,66,85,540,1
VC6M605B,2024-11-29 16:31:48,2025-01-12 07:11:48,1046.67,43.00,-11.00,17.40,0.14,16.02,41.00,69.00,44.75,2.54,0.92,2.88,1.02,0.04,-2.60,2.80,-10.70,10.90,43.00,45.00,40.00,48.00,1.02,1.02,1.02,1.02,0,66,85,540,1
VC6M605D,2024-12-01 01:59:27,2024-12-02 19:09:27,41.17,1.00,1.70,11.40,6.48,10.21,62.00,78.00,68.06,4.24,1.10,1.30,1.10,0.02,3.05,9.75,-7.00,19.80,64.00,71.00,53.50,81.50,1.10,1.10,1.10,1.10,0,0,0,6,0
VC6M605D,2024-12-01 01:59:27,2024-12-02 19:09:27,41.17,1.00,1.70,11.40,6.48,10.21,62.00,78.00,68.06,4.24,1.10,1.30,1.10,0.02,3.05,9.75,-7.00,19.80,64.00,71.00,53.50,81.50,1.10,1.10,1.10,1.10,0,0,0,6,0
VC6M605E,2024-11-28 15:22:27,2024-12-02 11:52:27,92.50,3.00,-3.20,14.70,6.53,42.29,57.00,81.00,66.54,9.08,1.00,1.50,1.08,0.07,0.35,13.28,-19.04,32.66,58.00,76.00,31.00,103.00,1.00,1.10,0.85,1.25,0,0,0,2,0
VC6M605E,2024-11-28 15:22:27,2024-12-02 11:52:27,92.50,3.00,-3.20,14.70,6.53,42.29,57.00,81.00,66.54,9.08,1.00,1.50,1.08,0.07,0.35,13.28,-19.04,32.66,58.00,76.00,31.00,103.00,1.00,1.10,0.85,1.25,0,0,0,2,0
VC6M6060,2024-12-16 19:46:57,2024-12-21 12:36:57,112.83,4.00,-5.90,7.30,0.17,10.94,42.00,78.00,55.38,6.15,0.90,1.94,0.95,0.07,-2.60,2.70,-10.55,10.65,50.00,58.00,38.00,70.00,0.93,0.98,0.86,1.06,0,0,11,35,1
VC6M6060,2024-12-16 19:46:57,2024-12-21 12:36:57,112.83,4.00,-5.90,7.30,0.17,10.94,42.00,78.00,55.38,6.15,0.90,1.94,0.95,0.07,-2.60,2.70,-10.55,10.65,50.00,58.00,38.00,70.00,0.93,0.98,0.86,1.06,1,0,11,35,1
VC6M6060,2024-12-16 19:46:57,2024-12-21 12:36:57,112.83,4.00,-5.90,7.30,0.17,10.94,42.00,78.00,55.38,6.15,0.90,1.94,0.95,0.07,-2.60,2.70,-10.55,10.65,50.00,58.00,38.00,70.00,0.93,0.98,0.86,1.06,0,0,11,35,1
VC6M6060,2024-12-16 19:46:57,2024-12-21 12:36:57,112.83,4.00,-5.90,7.30,0.17,10.94,42.00,78.00,55.38,6.15,0.90,1.94,0.95,0.07,-2.60,2.70,-10.55,10.65,50.00,58.00,38.00,70.00,0.93,0.98,0.86,1.06,1,0,11,35,1
