device_serial,start_date,end_date,duration_time,duration_day,min_temp,max_temp,mean_temp,std_temp,min_humi,max_humi,mean_humi,std_humi,min_acc,max_acc,mean_acc,std_acc,q1_temp,q3_temp,temp_start,temp_end,q1_humi,q3_humi,humi_start,humi_end,q1_acc,q3_acc,acc_start,acc_end,item_shock,alert_temp_sum,alert_humi_sum,alert_acc_sum,broken_yn
VC6M6061,2025-01-02 05:06:33,2025-01-22 22:06:33,497.00,20.00,-10.90,6.60,0.09,11.30,37.00,85.00,59.53,8.79,0.90,1.42,0.92,0.04,-1.90,2.50,-8.50,9.10,53.00,65.00,35.00,83.00,0.91,0.92,0.90,0.94,0,78,13,161,0
VC6M6061,2025-01-02 05:06:33,2025-01-22 22:06:33,497.00,20.00,-10.90,6.60,0.09,11.30,37.00,85.00,59.53,8.79,0.90,1.42,0.92,0.04,-1.90,2.50,-8.50,9.10,53.00,65.00,35.00,83.00,0.91,0.92,0.90,0.94,0,78,13,161,0
VC6M6062,2024-11-30 21:32:53,2024-12-02 17:42:53,44.17,1.00,1.00,11.10,5.12,8.74,64.00,75.00,69.16,3.15,0.91,1.30,0.93,0.05,2.50,7.25,-4.63,14.38,66.00,72.00,57.00,81.00,0.91,0.91,0.91,0.91,0,0,0,35,0
VC6M6062,2024-11-30 21:32:53,2024-12-02 17:42:53,44.17,1.00,1.00,11.10,5.12,8.74,64.00,75.00,69.16,3.15,0.91,1.30,0.93,0.05,2.50,7.25,-4.63,14.38,66.00,72.00,57.00,81.00,0.91,0.91,0.91,0.91,0,0,0,35,0
VC6M6063,2024-11-28 20:49:37,2025-01-23 23:59:37,1347.17,56.00,-10.40,62.50,11.93,470.60,41.00,95.00,66.65,15.49,0.90,1.60,0.97,0.07,-0.20,6.50,-10.25,16.55,56.00,72.00,32.00,96.00,0.90,1.02,0.72,1.20,1,1100,0,11,1
VC6M6063,2024-11-28 20:49:37,2025-01-23 23:59:37,1347.17,56.00,-10.40,62.50,11.93,470.60,41.00,95.00,66.65,15.49,0.90,1.60,0.97,0.07,-0.20,6.50,-10.25,16.55,56.00,72.00,32.00,96.00,0.90,1.02,0.72,1.20,0,1100,0,11,1
VC6M6063,2024-11-28 20:49:37,2025-01-23 23:59:37,1347.17,56.00,-10.40,62.50,11.93,470.60,41.00,95.00,66.65,15.49,0.90,1.60,0.97,0.07,-0.20,6.50,-10.25,16.55,56.00,72.00,32.00,96.00,0.90,1.02,0.72,1.20,0,1100,0,11,1
VC6M6063,2024-11-28 20:49:37,2025-01-23 23:59:37,1347.17,56.00,-10.40,62.50,11.93,470.60,41.00,95.00,66.65,15.49,0.90,1.60,0.97,0.07,-0.20,6.50,-10.25,16.55,56.00,72.00,32.00,96.00,0.90,1.02,0.72,1.20,1,1100,0,11,1
VC6M6066,2024-12-16 13:47:00,2024-12-25 06:37:00,208.83,8.00,-4.20,7.90,0.87,10.97,55.00,74.00,62.45,4.48,0.90,1.21,0.99,0.06,-1.30,3.30,-8.20,10.20,58.00,65.00,47.50,75.50,0.95,1.02,0.84,1.12,0,0,0,2,0
VC6M6066,2024-12-16 13:47:00,2024-12-25 06:37:00,208.83,8.00,-4.20,7.90,0.87,10.97,55.00,74.00,62.45,4.48,0.90,1.21,0.99,0.06,-1.30,3.30,-8.20,10.20,58.00,65.00,47.50,75.50,0.95,1.02,0.84,1.12,0,0,0,2,0
VC6M6068,2024-11-21 01:11:12,2024-11-21 08:21:12,7.17,0.00,6.40,8.70,7.44,0.48,69.00,78.00,73.02,1.52,1.00,1.40,1.05,0.11,6.80,8.10,4.85,10.05,72.00,73.00,70.50,74.50,1.00,1.00,1.00,1.00,0,0,7,9,0
VC6M6068,2024-11-21 01:11:12,2024-11-21 08:21:12,7.17,0.00,6.40,8.70,7.44,0.48,69.00,78.00,73.02,1.52,1.00,1.40,1.05,0.11,6.80,8.10,4.85,10.05,72.00,73.00,70.50,74.50,1.00,1.00,1.00,1.00,0,0,7,9,0
VC6M606B,2024-11-30 21:11:15,2024-12-02 12:41:15,39.50,1.00,5.00,11.10,9.60,6.71,64.00,74.00,66.00,4.47,0.90,1.20,1.02,0.11,10.40,11.00,9.50,11.90,64.00,64.00,64.00,64.00,1.00,1.02,0.97,1.05,0,1,1,2,0
VC6M606B,2024-11-30 21:11:15,2024-12-02 12:41:15,39.50,1.00,5.00,11.10,9.60,6.71,64.00,74.00,66.00,4.47,0.90,1.20,1.02,0.11,10.40,11.00,9.50,11.90,64.00,64.00,64.00,64.00,1.00,1.02,0.97,1.05,0,1,1,2,0
VC6M606C,2024-12-14 10:21:31,2024-12-16 00:01:31,37.67,1.00,1.30,8.60,2.90,2.19,42.00,61.00,54.23,5.03,0.97,1.34,0.98,0.03,1.80,3.80,-1.20,6.80,51.00,58.00,40.50,68.50,0.97,0.97,0.97,0.97,0,7,0,46,0
VC6M606C,2024-12-14 10:21:31,2024-12-16 00:01:31,37.67,1.00,1.30,8.60,2.90,2.19,42.00,61.00,54.23,5.03,0.97,1.34,0.98,0.03,1.80,3.80,-1.20,6.80,51.00,58.00,40.50,68.50,0.97,0.97,0.97,0.97,0,7,0,46,0
VC6M606E,2024-11-15 13:13:41,2024-12-27 01:33:41,996.33,41.00,-2.10,22.20,16.12,54.15,52.00,63.00,59.90,2.93,0.91,1.30,1.06,0.08,17.13,20.50,12.06,25.56,60.00,62.00,57.00,65.00,1.10,1.10,1.10,1.10,0,59,59,92,0
VC6M606E,2024-11-15 13:13:41,2024-12-27 01:33:41,996.33,41.00,-2.10,22.20,16.12,54.15,52.00,63.00,59.90,2.93,0.91,1.30,1.06,0.08,17.13,20.50,12.06,25.56,60.00,62.00,57.00,65.00,1.10,1.10,1.10,1.10,0,59,59,92,0
VC6M6070,2024-12-20 15:09:48,2024-12-24 14:49:48,95.67,3.00,-5.70,7.80,0.08,11.47,48.00,73.00,62.21,6.11,0.91,1.06,0.97,0.02,-3.00,2.20,-10.80,10.00,58.50,66.00,47.25,77.25,0.97,0.97,0.97,0.97,0,0,0,149,0
VC6M6070,2024-12-20 15:09:48,2024-12-24 14:49:48,95.67,3.00,-5.70,7.80,0.08,11.47,48.00,73.00,62.21,6.11,0.91,1.06,0.97,0.02,-3.00,2.20,-10.80,10.00,58.50,66.00,47.25,77.25,0.97,0.97,0.97,0.97,0,0,0,149,0
VC6M6071,2024-11-15 13:47:01,2024-11-26 11:27:01,261.67,10.00,4.30,26.50,21.37,8.26,26.00,127.00,56.85,16.70,0.92,1.37,1.00,0.03,19.63,23.30,14.11,28.81,45.00,73.00,3.00,115.00,0.99,1.00,0.98,1.02,0,12,2,253,0
VC6M6071,2024-11-15 13:47:01,2024-11-26 11:27:01,261.67,10.00,4.30,26.50,21.37,8.26,26.00,127.00,56.85,16.70,0.92,1.37,1.00,0.03,19.63,23.30,14.11,28.81,45.00,73.00,3.00,115.00,0.99,1.00,0.98,1.02,0,12,2,253,0
VC6M6072,2024-12-16 14:24:04,2025-01-06 10:34:04,500.17,20.00,-5.20,8.10,1.94,6.53,54.00,65.00,58.57,2.29,0.93,1.12,0.95,0.03,0.40,3.50,-4.25,8.15,57.00,60.00,52.50,64.50,0.93,0.98,0.86,1.06,0,50,2,17,0
VC6M6072,2024-12-16 14:24:04,2025-01-06 10:34:04,500.17,20.00,-5.20,8.10,1.94,6.53,54.00,65.00,58.57,2.29,0.93,1.12,0.95,0.03,0.40,3.50,-4.25,8.15,57.00,60.00,52.50,64.50,0.93,0.98,0.86,1.06,0,50,2,17,0
VC6M6073,2024-11-21 10:58:54,2025-01-12 22:38:54,1259.67,52.00,-0.40,25.60,20.88,21.16,13.00,78.00,30.57,17.65,1.00,1.77,1.05,0.06,21.30,23.30,18.30,26.30,18.00,46.00,-24.00,88.00,1.00,1.10,0.85,1.25,0,278,0,5,1
VC6M6073,2024-11-21 10:58:54,2025-01-12 22:38:54,1259.67,52.00,-0.40,25.60,20.88,21.16,13.00,78.00,30.57,17.65,1.00,1.77,1.05,0.06,21.30,23.30,18.30,26.30,18.00,46.00,-24.00,88.00,1.00,1.10,0.85,1.25,1,278,0,5,1
VC6M6073,2024-11-21 10:58:54,2025-01-12 22:38:54,1259.67,52.00,-0.40,25.60,20.88,21.16,13.00,78.00,30.57,17.65,1.00,1.77,1.05,0.06,21.30,23.30,18.30,26.30,18.00,46.00,-24.00,88.00,1.00,1.10,0.85,1.25,1,278,0,5,1
VC6M6073,2024-11-21 10:58:54,2025-01-12 22:38:54,1259.67,52.00,-0.40,25.60,20.88,21.16,13.00,78.00,30.57,17.65,1.00,1.77,1.05,0.06,21.30,23.30,18.30,26.30,18.00,46.00,-24.00,88.00,1.00,1.10,0.85,1.25,0,278,0,5,1
VC6M6074,2024-12-19 07:50:33,2025-01-12 13:50:33,582.00,24.00,-9.90,7.90,0.79,11.61,45.00,67.00,58.03,4.15,0.99,1.31,1.04,0.04,-0.90,3.00,-6.75,8.85,55.00,61.00,46.00,70.00,1.00,1.05,0.92,1.12,0,38,6,121,0
VC6M6074,2024-12-19 07:50:33,2025-01-12 13:50:33,582.00,24.00,-9.90,7.90,0.79,11.61,45.00,67.00,58.03,4.15,0.99,1.31,1.04,0.04,-0.90,3.00,-6.75,8.85,55.00,61.00,46.00,70.00,1.00,1.05,0.92,1.12,0,38,6,121,0
VC6M6075,2024-11-19 03:35:30,2025-01-14 13:35:30,1354.00,56.00,-10.80,10.80,0.53,13.46,44.00,87.00,55.20,5.17,0.94,1.75,1.03,0.05,-1.10,2.70,-6.80,8.40,51.00,58.00,40.50,68.50,1.00,1.05,0.92,1.12,0,152,22,27,1
VC6M6075,2024-11-19 03:35:30,2025-01-14 13:35:30,1354.00,56.00,-10.80,10.80,0.53,13.46,44.00,87.00,55.20,5.17,0.94,1.75,1.03,0.05,-1.10,2.70,-6.80,8.40,51.00,58.00,40.50,68.50,1.00,1.05,0.92,1.12,0,152,22,27,1
VC6M6075,2024-11-19 03:35:30,2025-01-14 13:35:30,1354.00,56.00,-10.80,10.80,0.53,13.46,44.00,87.00,55.20,5.17,0.94,1.75,1.03,0.05,-1.10,2.70,-6.80,8.40,51.00,58.00,40.50,68.50,1.00,1.05,0.92,1.12,1,152,22,27,1
VC6M6075,2024-11-19 03:35:30,2025-01-14 13:35:30,1354.00,56.00,-10.80,10.80,0.53,13.46,44.00,87.00,55.20,5.17,0.94,1.75,1.03,0.05,-1.10,2.70,-6.80,8.40,51.00,58.00,40.50,68.50,1.00,1.05,0.92,1.12,1,152,22,27,1
VC6M6076,2024-11-15 13:26:06,2024-11-17 10:36:06,45.17,1.00,18.30,23.00,21.03,1.33,50.00,58.00,54.01,1.34,1.00,1.21,1.03,0.05,20.00,22.00,17.00,25.00,53.00,55.00,50.00,58.00,1.00,1.10,0.85,1.25,0,0,0,0,0
VC6M6076,2024-11-15 13:26:06,2024-11-17 10:36:06,45.17,1.00,18.30,23.00,21.03,1.33,50.00,58.00,54.01,1.34,1.00,1.21,1.03,0.05,20.00,22.00,17.00,25.00,53.00,55.00,50.00,58.00,1.00,1.10,0.85,1.25,0,0,0,0,0
VC6M6077,2024-12-27 19:39:18,2025-01-10 21:29:18,337.83,14.00,-10.80,10.50,0.56,15.87,31.00,81.00,56.06,9.80,0.93,1.24,0.98,0.04,-1.80,2.90,-8.85,9.95,51.00,63.00,33.00,81.00,0.95,0.99,0.89,1.05,0,78,24,74,0
VC6M6077,2024-12-27 19:39:18,2025-01-10 21:29:18,337.83,14.00,-10.80,10.50,0.56,15.87,31.00,81.00,56.06,9.80,0.93,1.24,0.98,0.04,-1.80,2.90,-8.85,9.95,51.00,63.00,33.00,81.00,0.95,0.99,0.89,1.05,0,78,24,74,0
VC6M6087,2024-11-21 09:55:49,2024-11-23 23:45:49,61.83,2.00,4.60,11.70,8.96,4.29,63.00,75.00,67.43,3.09,1.10,1.31,1.11,0.03,6.90,10.90,0.90,16.90,65.00,70.00,57.50,77.50,1.10,1.10,1.10,1.10,0,0,0,9,0
VC6M6087,2024-11-21 09:55:49,2024-11-23 23:45:49,61.83,2.00,4.60,11.70,8.96,4.29,63.00,75.00,67.43,3.09,1.10,1.31,1.11,0.03,6.90,10.90,0.90,16.90,65.00,70.00,57.50,77.50,1.10,1.10,1.10,1.10,0,0,0,9,0
VC6M608D,2024-11-22 20:08:57,2024-11-27 16:48:57,116.67,4.00,2.00,9.50,6.90,7.10,47.00,61.00,53.57,2.62,1.00,1.60,1.13,0.07,4.40,9.20,-2.80,16.40,53.00,54.00,51.50,55.50,1.10,1.10,1.10,1.10,0,0,58,43,1
VC6M608D,2024-11-22 20:08:57,2024-11-27 16:48:57,116.67,4.00,2.00,9.50,6.90,7.10,47.00,61.00,53.57,2.62,1.00,1.60,1.13,0.07,4.40,9.20,-2.80,16.40,53.00,54.00,51.50,55.50,1.10,1.10,1.10,1.10,1,0,58,43,1
VC6M608D,2024-11-22 20:08:57,2024-11-27 16:48:57,116.67,4.00,2.00,9.50,6.90,7.10,47.00,61.00,53.57,2.62,1.00,1.60,1.13,0.07,4.40,9.20,-2.80,16.40,53.00,54.00,51.50,55.50,1.10,1.10,1.10,1.10,0,0,58,43,1
VC6M608D,2024-11-22 20:08:57,2024-11-27 16:48:57,116.67,4.00,2.00,9.50,6.90,7.10,47.00,61.00,53.57,2.62,1.00,1.60,1.13,0.07,4.40,9.20,-2.80,16.40,53.00,54.00,51.50,55.50,1.10,1.10,1.10,1.10,1,0,58,43,1
VC6M608E,2024-11-21 10:50:57,2025-01-20 09:50:57,1439.00,59.00,-11.00,13.60,0.10,9.27,41.00,82.00,58.34,3.76,0.89,1.95,0.97,0.04,-2.10,2.50,-9.00,9.40,56.00,61.00,48.50,68.50,0.95,0.98,0.90,1.02,0,6,10,60,1
VC6M608E,2024-11-21 10:50:57,2025-01-20 09:50:57,1439.00,59.00,-11.00,13.60,0.10,9.27,41.00,82.00,58.34,3.76,0.89,1.95,0.97,0.04,-2.10,2.50,-9.00,9.40,56.00,61.00,48.50,68.50,0.95,0.98,0.90,1.02,1,6,10,60,1
VC6M608E,2024-11-21 10:50:57,2025-01-20 09:50:57,1439.00,59.00,-11.00,13.60,0.10,9.27,41.00,82.00,58.34,3.76,0.89,1.95,0.97,0.04,-2.10,2.50,-9.00,9.40,56.00,61.00,48.50,68.50,0.95,0.98,0.90,1.02,1,6,10,60,1
VC6M608E,2024-11-21 10:50:57,2025-01-20 09:50:57,1439.00,59.00,-11.00,13.60,0.10,9.27,41.00,82.00,58.34,3.76,0.89,1.95,0.97,0.04,-2.10,2.50,-9.00,9.40,56.00,61.00,48.50,68.50,0.95,0.98,0.90,1.02,0,6,10,60,1
VC6M6090,2024-11-26 15:31:02,2025-01-14 09:31:02,1170.00,48.00,-9.70,14.40,1.03,13.20,35.00,75.00,56.01,5.37,0.96,1.40,1.08,0.06,-0.85,3.20,-6.93,9.28,53.00,58.00,45.50,65.50,1.03,1.10,0.92,1.20,0,138,260,45,0
VC6M6090,2024-11-26 15:31:02,2025-01-14 09:31:02,1170.00,48.00,-9.70,14.40,1.03,13.20,35.00,75.00,56.01,5.37,0.96,1.40,1.08,0.06,-0.85,3.20,-6.93,9.28,53.00,58.00,45.50,65.50,1.03,1.10,0.92,1.20,0,138,260,45,0
VC6M6091,2024-11-21 09:32:11,2025-01-14 20:42:11,1307.17,54.00,-6.10,11.20,-0.49,12.40,47.00,70.00,51.22,3.01,0.99,1.31,0.99,0.02,-3.40,2.40,-12.10,11.10,49.00,52.00,44.50,56.50,0.99,0.99,0.99,0.99,0,1,11,23,0
VC6M6091,2024-11-21 09:32:11,2025-01-14 20:42:11,1307.17,54.00,-6.10,11.20,-0.49,12.40,47.00,70.00,51.22,3.01,0.99,1.31,0.99,0.02,-3.40,2.40,-12.10,11.10,49.00,52.00,44.50,56.50,0.99,0.99,0.99,0.99,0,1,11,23,0
VC6M6092,2024-11-21 10:22:52,2024-12-31 17:22:52,967.00,40.00,-1.10,24.40,18.33,65.57,35.00,58.00,45.43,3.43,1.00,1.63,1.03,0.07,14.05,23.30,0.18,37.18,45.00,47.00,42.00,50.00,1.00,1.01,0.98,1.02,0,13,40,39,1
VC6M6092,2024-11-21 10:22:52,2024-12-31 17:22:52,967.00,40.00,-1.10,24.40,18.33,65.57,35.00,58.00,45.43,3.43,1.00,1.63,1.03,0.07,14.05,23.30,0.18,37.18,45.00,47.00,42.00,50.00,1.00,1.01,0.98,1.02,1,13,40,39,1
VC6M6092,2024-11-21 10:22:52,2024-12-31 17:22:52,967.00,40.00,-1.10,24.40,18.33,65.57,35.00,58.00,45.43,3.43,1.00,1.63,1.03,0.07,14.05,23.30,0.18,37.18,45.00,47.00,42.00,50.00,1.00,1.01,0.98,1.02,1,13,40,39,1
VC6M6092,2024-11-21 10:22:52,2024-12-31 17:22:52,967.00,40.00,-1.10,24.40,18.33,65.57,35.00,58.00,45.43,3.43,1.00,1.63,1.03,0.07,14.05,23.30,0.18,37.18,45.00,47.00,42.00,50.00,1.00,1.01,0.98,1.02,0,13,40,39,1
VC6M6093,2024-11-17 02:13:06,2024-12-21 21:03:06,834.83,34.00,-4.60,15.60,2.35,12.66,41.00,94.00,57.16,7.37,0.88,2.22,1.04,0.07,0.00,3.90,-5.85,9.75,53.00,58.00,45.50,65.50,1.02,1.03,1.00,1.04,1,54,151,417,1
VC6M6093,2024-11-17 02:13:06,2024-12-21 21:03:06,834.83,34.00,-4.60,15.60,2.35,12.66,41.00,94.00,57.16,7.37,0.88,2.22,1.04,0.07,0.00,3.90,-5.85,9.75,53.00,58.00,45.50,65.50,1.02,1.03,1.00,1.04,0,54,151,417,1
VC6M6093,2024-11-17 02:13:06,2024-12-21 21:03:06,834.83,34.00,-4.60,15.60,2.35,12.66,41.00,94.00,57.16,7.37,0.88,2.22,1.04,0.07,0.00,3.90,-5.85,9.75,53.00,58.00,45.50,65.50,1.02,1.03,1.00,1.04,1,54,151,417,1
VC6M6093,2024-11-17 02:13:06,2024-12-21 21:03:06,834.83,34.00,-4.60,15.60,2.35,12.66,41.00,94.00,57.16,7.37,0.88,2.22,1.04,0.07,0.00,3.90,-5.85,9.75,53.00,58.00,45.50,65.50,1.02,1.03,1.00,1.04,0,54,151,417,1
VC6M6094,2024-11-21 14:52:18,2024-11-29 05:12:18,182.33,7.00,8.20,21.10,13.32,8.97,40.00,65.00,57.32,6.28,1.10,1.66,1.12,0.07,11.60,14.90,6.65,19.85,55.00,62.00,44.50,72.50,1.10,1.10,1.10,1.10,0,17,22,35,1
VC6M6094,2024-11-21 14:52:18,2024-11-29 05:12:18,182.33,7.00,8.20,21.10,13.32,8.97,40.00,65.00,57.32,6.28,1.10,1.66,1.12,0.07,11.60,14.90,6.65,19.85,55.00,62.00,44.50,72.50,1.10,1.10,1.10,1.10,1,17,22,35,1
VC6M6094,2024-11-21 14:52:18,2024-11-29 05:12:18,182.33,7.00,8.20,21.10,13.32,8.97,40.00,65.00,57.32,6.28,1.10,1.66,1.12,0.07,11.60,14.90,6.65,19.85,55.00,62.00,44.50,72.50,1.10,1.10,1.10,1.10,1,17,22,35,1
VC6M6094,2024-11-21 14:52:18,2024-11-29 05:12:18,182.33,7.00,8.20,21.10,13.32,8.97,40.00,65.00,57.32,6.28,1.10,1.66,1.12,0.07,11.60,14.90,6.65,19.85,55.00,62.00,44.50,72.50,1.10,1.10,1.10,1.10,0,17,22,35,1
VC6M6098,2024-12-14 09:33:59,2024-12-21 19:33:59,178.00,7.00,-4.70,15.30,1.30,9.80,43.00,95.00,57.61,9.84,0.91,3.01,1.01,0.09,-1.10,3.40,-7.85,10.15,50.00,63.00,30.50,82.50,0.95,1.05,0.80,1.20,0,5,30,8,1
VC6M6098,2024-12-14 09:33:59,2024-12-21 19:33:59,178.00,7.00,-4.70,15.30,1.30,9.80,43.00,95.00,57.61,9.84,0.91,3.01,1.01,0.09,-1.10,3.40,-7.85,10.15,50.00,63.00,30.50,82.50,0.95,1.05,0.80,1.20,1,5,30,8,1
VC6M6098,2024-12-14 09:33:59,2024-12-21 19:33:59,178.00,7.00,-4.70,15.30,1.30,9.80,43.00,95.00,57.61,9.84,0.91,3.01,1.01,0.09,-1.10,3.40,-7.85,10.15,50.00,63.00,30.50,82.50,0.95,1.05,0.80,1.20,1,5,30,8,1
VC6M6098,2024-12-14 09:33:59,2024-12-21 19:33:59,178.00,7.00,-4.70,15.30,1.30,9.80,43.00,95.00,57.61,9.84,0.91,3.01,1.01,0.09,-1.10,3.40,-7.85,10.15,50.00,63.00,30.50,82.50,0.95,1.05,0.80,1.20,0,5,30,8,1
VC6M609B,2024-11-19 20:26:18,2024-11-20 07:56:18,11.50,0.00,3.80,7.80,5.31,1.61,53.00,60.00,56.96,1.85,1.00,1.40,1.04,0.08,4.03,6.10,0.91,9.21,56.00,58.00,53.00,61.00,1.00,1.00,1.00,1.00,0,0,0,16,0
VC6M609B,2024-11-19 20:26:18,2024-11-20 07:56:18,11.50,0.00,3.80,7.80,5.31,1.61,53.00,60.00,56.96,1.85,1.00,1.40,1.04,0.08,4.03,6.10,0.91,9.21,56.00,58.00,53.00,61.00,1.00,1.00,1.00,1.00,0,0,0,16,0
VC6M609C,2024-11-21 10:57:14,2025-01-13 14:27:14,1275.50,53.00,-6.30,15.60,-1.91,15.27,39.00,73.00,61.38,6.04,0.99,1.12,0.99,0.01,-4.10,-0.30,-9.80,5.40,58.00,64.00,49.00,73.00,0.99,0.99,0.99,0.99,0,17,17,38,0
VC6M609C,2024-11-21 10:57:14,2025-01-13 14:27:14,1275.50,53.00,-6.30,15.60,-1.91,15.27,39.00,73.00,61.38,6.04,0.99,1.12,0.99,0.01,-4.10,-0.30,-9.80,5.40,58.00,64.00,49.00,73.00,0.99,0.99,0.99,0.99,0,17,17,38,0
VC6M609D,2024-11-19 13:39:18,2024-11-21 17:29:18,51.83,2.00,6.10,15.50,8.88,8.21,40.00,61.00,56.13,5.63,1.10,1.40,1.11,0.05,6.90,9.00,3.75,12.15,56.00,59.00,51.50,63.50,1.10,1.10,1.10,1.10,0,22,15,14,0
VC6M609D,2024-11-19 13:39:18,2024-11-21 17:29:18,51.83,2.00,6.10,15.50,8.88,8.21,40.00,61.00,56.13,5.63,1.10,1.40,1.11,0.05,6.90,9.00,3.75,12.15,56.00,59.00,51.50,63.50,1.10,1.10,1.10,1.10,0,22,15,14,0
VC6M60A0,2024-12-17 06:43:03,2024-12-21 12:33:03,101.83,4.00,-4.60,7.20,0.71,9.22,44.00,72.00,53.57,6.06,0.94,2.14,1.00,0.06,-1.90,3.30,-9.70,11.10,49.00,57.75,35.88,70.88,0.99,1.00,0.98,1.02,0,0,1,171,1
VC6M60A0,2024-12-17 06:43:03,2024-12-21 12:33:03,101.83,4.00,-4.60,7.20,0.71,9.22,44.00,72.00,53.57,6.06,0.94,2.14,1.00,0.06,-1.90,3.30,-9.70,11.10,49.00,57.75,35.88,70.88,0.99,1.00,0.98,1.02,1,0,1,171,1
VC6M60A0,2024-12-17 06:43:03,2024-12-21 12:33:03,101.83,4.00,-4.60,7.20,0.71,9.22,44.00,72.00,53.57,6.06,0.94,2.14,1.00,0.06,-1.90,3.30,-9.70,11.10,49.00,57.75,35.88,70.88,0.99,1.00,0.98,1.02,0,0,1,171,1
VC6M60A0,2024-12-17 06:43:03,2024-12-21 12:33:03,101.83,4.00,-4.60,7.20,0.71,9.22,44.00,72.00,53.57,6.06,0.94,2.14,1.00,0.06,-1.90,3.30,-9.70,11.10,49.00,57.75,35.88,70.88,0.99,1.00,0.98,1.02,1,0,1,171,1
VC6M60A2,2024-11-21 14:04:10,2024-11-29 04:44:10,182.67,7.00,7.20,18.80,10.77,8.94,43.00,66.00,57.92,5.34,1.00,1.40,1.04,0.06,8.30,12.13,2.56,17.86,55.00,62.00,44.50,72.50,1.00,1.10,0.85,1.25,0,5,4,2,0
VC6M60A2,2024-11-21 14:04:10,2024-11-29 04:44:10,182.67,7.00,7.20,18.80,10.77,8.94,43.00,66.00,57.92,5.34,1.00,1.40,1.04,0.06,8.30,12.13,2.56,17.86,55.00,62.00,44.50,72.50,1.00,1.10,0.85,1.25,0,5,4,2,0
VC6M60A3,2024-12-02 13:09:47,2024-12-03 12:59:47,23.83,0.00,1.30,15.60,7.44,17.36,56.00,73.00,64.41,2.76,0.91,2.53,1.00,0.15,4.38,11.60,-6.46,22.44,63.00,66.00,58.50,70.50,0.96,0.99,0.91,1.04,1,0,4,22,1
VC6M60A3,2024-12-02 13:09:47,2024-12-03 12:59:47,23.83,0.00,1.30,15.60,7.44,17.36,56.00,73.00,64.41,2.76,0.91,2.53,1.00,0.15,4.38,11.60,-6.46,22.44,63.00,66.00,58.50,70.50,0.96,0.99,0.91,1.04,0,0,4,22,1
VC6M60A3,2024-12-02 13:09:47,2024-12-03 12:59:47,23.83,0.00,1.30,15.60,7.44,17.36,56.00,73.00,64.41,2.76,0.91,2.53,1.00,0.15,4.38,11.60,-6.46,22.44,63.00,66.00,58.50,70.50,0.96,0.99,0.91,1.04,0,0,4,22,1
VC6M60A3,2024-12-02 13:09:47,2024-12-03 12:59:47,23.83,0.00,1.30,15.60,7.44,17.36,56.00,73.00,64.41,2.76,0.91,2.53,1.00,0.15,4.38,11.60,-6.46,22.44,63.00,66.00,58.50,70.50,0.96,0.99,0.91,1.04,1,0,4,22,1
VC6M60A4,2024-12-18 18:22:47,2025-01-05 06:12:47,419.83,17.00,-6.30,25.80,18.49,92.48,16.00,60.00,35.90,12.85,1.00,1.51,1.08,0.07,21.40,23.80,17.80,27.40,21.00,47.00,-18.00,86.00,1.00,1.10,0.85,1.25,0,196,0,3,1
VC6M60A4,2024-12-18 18:22:47,2025-01-05 06:12:47,419.83,17.00,-6.30,25.80,18.49,92.48,16.00,60.00,35.90,12.85,1.00,1.51,1.08,0.07,21.40,23.80,17.80,27.40,21.00,47.00,-18.00,86.00,1.00,1.10,0.85,1.25,1,196,0,3,1
VC6M60A4,2024-12-18 18:22:47,2025-01-05 06:12:47,419.83,17.00,-6.30,25.80,18.49,92.48,16.00,60.00,35.90,12.85,1.00,1.51,1.08,0.07,21.40,23.80,17.80,27.40,21.00,47.00,-18.00,86.00,1.00,1.10,0.85,1.25,0,196,0,3,1
VC6M60A4,2024-12-18 18:22:47,2025-01-05 06:12:47,419.83,17.00,-6.30,25.80,18.49,92.48,16.00,60.00,35.90,12.85,1.00,1.51,1.08,0.07,21.40,23.80,17.80,27.40,21.00,47.00,-18.00,86.00,1.00,1.10,0.85,1.25,1,196,0,3,1
VC6M60A5,2024-12-14 17:06:11,2024-12-28 09:56:11,328.83,13.00,-9.80,8.00,0.88,9.87,38.00,73.00,59.95,6.25,0.95,1.50,1.02,0.03,-1.00,2.90,-6.85,8.75,56.00,64.00,44.00,76.00,1.01,1.02,1.00,1.04,0,41,30,321,0
VC6M60A5,2024-12-14 17:06:11,2024-12-28 09:56:11,328.83,13.00,-9.80,8.00,0.88,9.87,38.00,73.00,59.95,6.25,0.95,1.50,1.02,0.03,-1.00,2.90,-6.85,8.75,56.00,64.00,44.00,76.00,1.01,1.02,1.00,1.04,0,41,30,321,0
VC6M60A6,2024-11-23 01:26:06,2024-11-26 19:26:06,90.00,3.00,0.60,16.40,9.39,16.00,48.00,69.00,57.49,5.29,1.00,1.40,1.01,0.04,6.70,13.10,-2.90,22.70,52.00,61.00,38.50,74.50,1.00,1.00,1.00,1.00,0,0,0,10,0
VC6M60A6,2024-11-23 01:26:06,2024-11-26 19:26:06,90.00,3.00,0.60,16.40,9.39,16.00,48.00,69.00,57.49,5.29,1.00,1.40,1.01,0.04,6.70,13.10,-2.90,22.70,52.00,61.00,38.50,74.50,1.00,1.00,1.00,1.00,0,0,0,10,0
