device_datetime,device_serial,transport_uuid,influx_insert_time,temperature,humidity,mkt,lat,lon,lbstime,shock,battery,src,exp,acc,accx,accy,accz,tiltx,tilty,tiltz,motion,ap,dw_inserted_at,dw_updated_at
2024-12-14 23:32:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-14 23:34:38.665,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-15 00:31:13,2025-01-23 05:10:41
2024-12-14 23:38:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,13.5,35.0,7.0682E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-14 23:38:49,VC6M6019,,2024-12-14 23:45:48.128,13.5,35.0,7.0682E-16,,,1734219120000,0.0,,,8.6,1.0,0.0,-0.1,1.0,-1.4,-4.3,-85.4,0.0,0.0,2024-12-15 00:31:13,2025-01-23 05:10:41
2024-12-14 23:45:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-14 23:45:48.129,,,1.2604E-16,31.956284,117.350283,,,50.0,1,,,,,,,,,,,2024-12-15 00:31:13,2025-01-23 05:10:41
2024-12-14 23:48:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,13.7,35.0,7.2422E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-14 23:48:49,VC6M6019,,2024-12-14 23:52:46.489,13.7,35.0,7.2422E-16,,,1734219900000,0.0,,,9.0,1.0,0.0,-0.1,1.0,-2.0,-4.0,-85.5,0.0,0.0,2024-12-15 00:31:13,2025-01-23 05:10:41
2024-12-14 23:52:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-14 23:52:46.491,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-15 00:31:13,2025-01-23 05:10:41
2024-12-14 23:58:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,13.5,35.0,7.0682E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-14 23:58:49,VC6M6019,,2024-12-15 00:05:31.453,13.5,35.0,7.0682E-16,,,1734220320000,0.0,,,9.4,1.0,0.0,-0.1,1.0,-1.3,-5.6,-84.3,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 00:05:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 00:05:31.452,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 00:08:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,13.6,35.0,7.1547E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 00:08:49,VC6M6019,,2024-12-15 00:12:44.877,13.6,35.0,7.1547E-16,,,1734221100000,0.0,,,15.6,1.0,0.0,-0.1,1.0,-1.9,-4.9,-84.8,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 00:12:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 00:12:44.878,,,1.2604E-16,31.953564,117.347363,,,50.0,2,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 00:18:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,13.4,35.0,6.9827E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 00:18:49,VC6M6019,,2024-12-15 00:25:38.115,13.4,35.0,6.9827E-16,,,1734221520000,0.0,,,10.0,1.0,0.0,-0.1,1.0,-1.4,-4.4,-85.3,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 00:25:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 00:25:38.116,,,1.2604E-16,31.953564,117.347363,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 00:28:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,13.6,35.0,7.1547E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 00:28:49,VC6M6019,,2024-12-15 00:32:52.029,13.6,35.0,7.1547E-16,,,1734222300000,0.0,,,10.2,1.0,0.0,-0.1,1.0,-1.9,-4.4,-85.2,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 00:33:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 00:32:52.032,,,1.2604E-16,31.953564,117.347363,,,40.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 00:38:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,13.5,36.0,7.0682E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 00:38:49,VC6M6019,,2024-12-15 00:45:32.926,13.5,36.0,7.0682E-16,,,1734222780000,0.0,,,10.8,1.0,0.0,-0.1,1.0,-2.0,-4.7,-84.9,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 00:45:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 00:45:32.925,,,1.2604E-16,31.953564,117.347363,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 00:48:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,13.6,36.0,7.1547E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 00:48:49,VC6M6019,,2024-12-15 00:53:46.704,13.6,36.0,7.1547E-16,,,1734223500000,0.0,,,11.2,1.0,0.0,-0.1,1.0,-1.7,-4.2,-85.4,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 00:52:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 00:53:47.131,,,1.2604E-16,31.953564,117.347363,,,50.0,2,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 00:58:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,13.6,36.0,7.1547E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 00:58:49,VC6M6019,,2024-12-15 01:05:28.825,13.6,36.0,7.1547E-16,,,1734223920000,0.0,,,11.6,1.0,0.0,-0.1,1.0,-1.6,-4.6,-85.1,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 01:05:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 01:05:28.824,,,1.2604E-16,31.953564,117.347363,,,50.0,2,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 01:08:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,13.8,36.0,7.3307E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 01:08:49,VC6M6019,,2024-12-15 01:12:43.134,13.8,36.0,7.3307E-16,,,1734224700000,0.0,,,11.6,1.0,0.0,-0.1,1.0,-1.9,-5.0,-84.7,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 01:12:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 01:12:43.135,,,1.2604E-16,31.956284,117.350283,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 01:18:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,13.7,36.0,7.2422E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 01:18:49,VC6M6019,,2024-12-15 01:25:37.367,13.7,36.0,7.2422E-16,,,1734225120000,0.0,,,11.8,1.0,0.0,-0.1,1.0,-1.5,-4.3,-85.4,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 01:25:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 01:25:37.368,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 01:28:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,13.9,36.0,7.4203E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 01:28:49,VC6M6019,,2024-12-15 01:32:58.501,13.9,36.0,7.4203E-16,,,1734225900000,0.0,,,11.8,1.0,0.0,-0.1,1.0,-2.0,-4.8,-84.8,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 01:33:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 01:32:59.225,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 01:38:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,13.8,36.0,7.3307E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 01:38:49,VC6M6019,,2024-12-15 01:45:45.65,13.8,36.0,7.3307E-16,,,1734226380000,0.0,,,11.8,1.0,0.0,-0.1,1.0,-1.4,-4.8,-85.0,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 01:45:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 01:45:45.651,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 01:48:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,14.0,36.0,7.5109E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 01:48:49,VC6M6019,,2024-12-15 01:52:42.327,14.0,36.0,7.5109E-16,,,1734227100000,0.0,,,12.4,1.0,0.0,-0.1,1.0,-1.6,-4.5,-85.2,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 01:52:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 01:52:42.328,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 01:58:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,13.9,35.0,7.4203E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 01:58:49,VC6M6019,,2024-12-15 02:05:38.537,13.9,35.0,7.4203E-16,,,1734227520000,0.0,,,12.6,1.0,0.0,-0.1,1.0,-1.8,-4.4,-85.3,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 02:05:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 02:05:38.535,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 02:08:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,14.2,35.0,7.6951E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 02:08:49,VC6M6019,,2024-12-15 02:12:48.215,14.2,35.0,7.6951E-16,,,1734228300000,0.0,,,12.8,1.0,0.0,-0.1,1.0,-1.6,-4.3,-85.3,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 02:12:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 02:12:48.216,,,1.2604E-16,31.953741,117.343781,,,40.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 02:18:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,14.1,35.0,7.6025E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 02:18:49,VC6M6019,,2024-12-15 02:25:32.136,14.1,35.0,7.6025E-16,,,1734228720000,0.0,,,13.2,1.0,0.0,-0.1,1.0,-1.8,-4.7,-85.0,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 02:25:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 02:25:32.137,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 02:28:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,14.4,35.0,7.8837E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 02:28:49,VC6M6019,,2024-12-15 02:32:50.496,14.4,35.0,7.8837E-16,,,1734229500000,0.0,,,14.8,1.0,0.0,-0.1,1.0,-1.5,-4.9,-84.8,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 02:32:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 02:32:50.496,,,1.2604E-16,31.953741,117.343781,,,40.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 02:38:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,14.3,35.0,7.7889E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 02:38:49,VC6M6019,,2024-12-15 02:45:46.583,14.3,35.0,7.7889E-16,,,1734229920000,0.0,,,14.2,1.0,0.0,-0.1,1.0,-1.6,-4.3,-85.3,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 02:45:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 02:45:46.585,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 02:48:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,14.5,35.0,7.9796E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 02:48:49,VC6M6019,,2024-12-15 02:52:57.254,14.5,35.0,7.9796E-16,,,1734230700000,0.0,,,13.0,1.0,0.0,-0.1,1.0,-1.4,-4.5,-85.3,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 02:53:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 02:52:57.251,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 02:58:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,14.5,35.0,7.9796E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 02:58:49,VC6M6019,,2024-12-15 03:05:48.646,14.5,35.0,7.9796E-16,,,1734231180000,0.0,,,12.6,1.0,0.0,-0.1,1.0,-1.7,-5.2,-84.5,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 03:05:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 03:05:48.645,,,1.2604E-16,31.953741,117.343781,,,40.0,2,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 03:08:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,14.8,35.0,8.2739E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 03:08:49,VC6M6019,,2024-12-15 03:12:53.956,14.8,35.0,8.2739E-16,,,1734231900000,0.0,,,12.6,1.0,0.0,-0.1,1.0,-1.9,-5.2,-84.5,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 03:13:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 03:12:53.96,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 03:18:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,14.7,35.0,8.1747E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 03:18:49,VC6M6019,,2024-12-15 03:25:32.842,14.7,35.0,8.1747E-16,,,1734232380000,0.0,,,12.6,1.0,0.0,-0.1,1.0,-1.2,-4.8,-85.0,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 03:25:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 03:25:32.842,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 03:28:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,14.9,35.0,8.3742E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 03:28:49,VC6M6019,,2024-12-15 03:32:49.329,14.9,35.0,8.3742E-16,,,1734233100000,0.0,,,12.6,1.0,0.0,-0.1,1.0,-1.8,-4.1,-85.5,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 03:32:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 03:32:49.325,,,1.2604E-16,31.953741,117.343781,,,40.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 03:38:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,14.9,35.0,8.3742E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 03:38:49,VC6M6019,,2024-12-15 03:45:38.334,14.9,35.0,8.3742E-16,,,1734233520000,0.0,,,12.6,1.0,0.0,-0.1,1.0,-1.2,-4.2,-85.6,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 03:45:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 03:45:38.333,,,1.2604E-16,31.953741,117.343781,,,50.0,2,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 03:48:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,15.1,35.0,8.5784E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 03:48:49,VC6M6019,,2024-12-15 03:52:48.147,15.1,35.0,8.5784E-16,,,1734234300000,0.0,,,13.6,1.0,0.0,-0.1,1.0,-1.6,-4.4,-85.3,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 03:52:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 03:52:48.148,,,1.2604E-16,31.953741,117.343781,,,40.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 03:58:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,15.0,35.0,8.4757E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 03:58:49,VC6M6019,,2024-12-15 04:05:47.138,15.0,35.0,8.4757E-16,,,1734234720000,0.0,,,12.6,1.0,0.0,-0.1,1.0,-1.4,-4.8,-85.0,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 04:05:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 04:05:48.139,,,1.2604E-16,31.953741,117.343781,,,40.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 04:08:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,15.3,34.0,8.7873E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 04:08:49,VC6M6019,,2024-12-15 04:12:57.832,15.3,34.0,8.7873E-16,,,1734235500000,0.0,,,13.0,1.0,0.0,-0.1,1.0,-1.4,-4.7,-85.1,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 04:13:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 04:12:57.833,,,1.2604E-16,31.953741,117.343781,,,40.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 04:18:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,15.3,35.0,8.7873E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 04:18:49,VC6M6019,,2024-12-15 04:25:33.571,15.3,35.0,8.7873E-16,,,1734235980000,0.0,,,13.0,1.0,0.0,-0.1,1.0,-1.4,-4.2,-85.6,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 04:25:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 04:25:33.571,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 04:28:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,15.5,35.0,9.0009E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 04:28:49,VC6M6019,,2024-12-15 04:33:00.963,15.5,35.0,9.0009E-16,,,1734236700000,0.0,,,13.2,1.0,0.0,-0.1,1.0,-1.7,-4.6,-85.0,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 04:33:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 04:33:00.964,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 04:38:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,15.4,35.0,8.8935E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 04:38:49,VC6M6019,,2024-12-15 04:45:46.81,15.4,35.0,8.8935E-16,,,1734237180000,0.0,,,13.2,1.0,0.0,-0.1,1.0,-1.4,-4.5,-85.2,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 04:45:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 04:45:46.811,,,1.2604E-16,31.953741,117.343781,,,40.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 04:48:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,15.6,35.0,9.1095E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 04:48:49,VC6M6019,,2024-12-15 04:53:00.223,15.6,35.0,9.1095E-16,,,1734237900000,0.0,,,13.0,1.0,0.0,-0.1,1.0,-1.9,-4.3,-85.3,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 04:53:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 04:53:00.224,,,1.2604E-16,31.953741,117.343781,,,40.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 04:58:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,15.6,35.0,9.1095E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 04:58:49,VC6M6019,,2024-12-15 05:05:34.286,15.6,35.0,9.1095E-16,,,1734238380000,0.0,,,13.0,1.0,0.0,-0.1,1.0,-2.0,-5.2,-84.4,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 05:05:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 05:05:34.288,,,1.2604E-16,31.953741,117.343781,,,40.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 05:08:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,15.8,34.0,9.3305E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 05:08:49,VC6M6019,,2024-12-15 05:12:49.653,15.8,34.0,9.3305E-16,,,1734239100000,0.0,,,12.2,1.0,0.0,-0.1,1.0,-1.6,-5.6,-84.2,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 05:12:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 05:12:49.654,,,1.2604E-16,31.953741,117.343781,,,40.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 05:18:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,15.8,33.0,9.3305E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-15 05:18:49,VC6M6019,,2024-12-15 05:25:34.595,15.8,33.0,9.3305E-16,,,1734239520000,0.0,,,12.0,1.0,0.0,-0.1,1.0,-1.2,-4.6,-85.3,0.0,0.0,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 05:25:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-15 05:25:34.596,,,1.2604E-16,31.953741,117.343781,,,50.0,1,,,,,,,,,,,2024-12-16 00:33:41,2025-01-23 05:10:41
2024-12-15 05:28:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,16.0,33.0,9.5566E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
