device_datetime,device_serial,transport_uuid,influx_insert_time,temperature,humidity,mkt,lat,lon,lbstime,shock,battery,src,exp,acc,accx,accy,accz,tiltx,tilty,tiltz,motion,ap,dw_inserted_at,dw_updated_at
2024-12-12 05:15:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 05:15:06.488,,,1.2604E-16,36.105575,120.337660,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 05:18:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.3,49.0,2.5301E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 05:18:49,VC6M6019,,2024-12-12 05:22:11.854,5.3,49.0,2.5301E-16,,,1733980500000,0.0,,,0.0,1.0,0.0,0.1,-1.0,-0.9,5.5,84.5,0.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 05:22:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 05:22:11.857,,,1.2604E-16,36.105575,120.337660,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 05:28:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.3,49.0,2.5301E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 05:28:49,VC6M6019,,2024-12-12 05:34:54.721,5.3,49.0,2.5301E-16,,,1733980920000,0.0,,,0.0,1.0,0.0,0.1,-1.0,-0.7,5.6,84.3,0.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 05:35:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 05:34:54.72,,,1.2604E-16,36.105575,120.337660,,,60.0,2,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 05:38:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.6,49.0,2.6298E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 05:38:49,VC6M6019,,2024-12-12 05:42:08.838,5.6,49.0,2.6298E-16,,,1733981700000,0.0,,,0.0,1.1,0.0,0.1,-1.1,-1.0,5.2,84.7,0.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 05:42:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 05:42:08.839,,,1.2604E-16,36.105575,120.337660,,,60.0,2,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 05:48:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.6,49.0,2.6298E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 05:48:49,VC6M6019,,2024-12-12 05:54:57.394,5.6,49.0,2.6298E-16,,,1733982120000,0.0,,,0.0,1.0,0.0,0.1,-1.0,-0.9,5.2,84.7,0.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 05:55:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 05:54:57.394,,,1.2604E-16,36.105575,120.337660,,,60.0,2,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 05:58:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.8,49.0,2.6983E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 05:58:49,VC6M6019,,2024-12-12 06:02:09.971,5.8,49.0,2.6983E-16,,,1733982900000,0.0,,,0.0,1.0,0.0,0.1,-1.0,-1.1,5.5,84.4,0.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 06:02:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 06:02:09.976,,,1.2604E-16,36.105575,120.337660,,,60.0,2,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 06:08:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.7,49.0,2.6638E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 06:08:49,VC6M6019,,2024-12-12 06:14:55.332,5.7,49.0,2.6638E-16,,,1733983320000,0.0,,,0.0,1.0,0.0,0.1,-1.0,-1.0,5.4,84.5,0.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 06:15:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 06:14:55.333,,,1.2604E-16,36.105575,120.337660,,,60.0,2,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 06:18:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.8,49.0,2.6983E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 06:18:49,VC6M6019,,2024-12-12 06:22:07.826,5.8,49.0,2.6983E-16,,,1733984100000,0.0,,,0.0,1.1,0.0,0.1,-1.1,-2.6,5.3,84.1,0.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 06:22:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 06:22:07.827,,,1.2604E-16,36.115765,120.330851,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 06:28:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.7,49.0,2.6638E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 06:28:49,VC6M6019,,2024-12-12 06:42:25.889,5.7,49.0,2.6638E-16,,,1733984520000,0.0,,,0.0,1.2,0.0,0.1,-1.2,0.6,6.5,83.5,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 06:35:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 06:42:25.893,,,1.2604E-16,36.229805,120.357721,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 06:38:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.8,49.0,2.6983E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 06:38:49,VC6M6019,,2024-12-12 06:42:25.889,5.8,49.0,2.6983E-16,,,1733985300000,0.0,,,0.0,1.4,-0.1,0.1,-1.4,0.8,5.0,84.9,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 06:42:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 06:42:25.893,,,1.2604E-16,36.195787,120.281566,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 06:48:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.6,48.0,2.6298E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 06:48:49,VC6M6019,,2024-12-12 06:55:03.861,5.6,48.0,2.6298E-16,,,1733985720000,0.0,,,0.0,1.2,0.0,0.1,-1.2,-1.3,5.2,84.6,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 06:55:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 06:55:03.86,,,1.2604E-16,36.072322,120.120489,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 06:58:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.7,48.0,2.6638E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 06:58:49,VC6M6019,,2024-12-12 07:02:24.652,5.7,48.0,2.6638E-16,,,1733986500000,0.0,,,0.0,1.3,0.0,0.1,-1.3,1.6,5.5,84.3,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 07:02:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 07:02:24.653,,,1.2604E-16,36.047203,120.160034,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 07:08:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.6,48.0,2.6298E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 07:08:49,VC6M6019,,2024-12-12 07:15:01.774,5.6,48.0,2.6298E-16,,,1733986920000,0.0,,,0.0,1.1,0.0,0.1,-1.1,0.6,3.9,86.0,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 07:15:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 07:15:02.489,,,1.2604E-16,36.012460,120.059158,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 07:18:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.7,48.0,2.6638E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 07:18:49,VC6M6019,,2024-12-12 07:35:00.842,5.7,48.0,2.6638E-16,,,1733987700000,0.0,,,0.0,1.2,0.0,0.0,-1.2,2.8,3.9,85.2,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 07:22:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 07:35:00.841,,,1.2604E-16,35.924294,120.002698,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 07:28:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.7,47.0,2.6638E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 07:28:49,VC6M6019,,2024-12-12 07:35:00.842,5.7,47.0,2.6638E-16,,,1733988120000,0.0,,,0.0,1.1,0.0,0.1,-1.1,-0.4,7.4,82.6,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 07:35:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 07:35:00.841,,,1.2604E-16,35.845372,119.886813,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 07:38:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.9,48.0,2.7332E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 07:38:49,VC6M6019,,2024-12-12 07:42:13.436,5.9,48.0,2.7332E-16,,,1733988900000,0.0,,,0.0,1.6,0.1,0.4,-1.6,-2.7,5.7,83.6,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 07:42:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 07:42:13.435,,,1.2604E-16,35.795083,119.831089,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 07:48:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.8,48.0,2.6983E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 07:48:49,VC6M6019,,2024-12-12 07:55:01.269,5.8,48.0,2.6983E-16,,,1733989320000,0.0,,,0.0,1.3,-0.1,0.2,-1.3,-2.8,6.4,83.0,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 07:55:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 07:55:01.268,,,1.2604E-16,35.698488,119.729135,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 07:58:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.0,48.0,2.7685E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 07:58:49,VC6M6019,,2024-12-12 08:02:16.963,6.0,48.0,2.7685E-16,,,1733990100000,0.0,,,0.0,1.3,0.0,0.1,-1.3,0.5,6.6,83.4,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 08:02:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 08:02:16.964,,,1.2604E-16,35.647078,119.645266,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 08:08:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.9,49.0,2.7332E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 08:08:49,VC6M6019,,2024-12-12 08:15:02.011,5.9,49.0,2.7332E-16,,,1733990520000,0.0,,,0.0,1.1,0.0,0.1,-1.1,0.8,7.6,82.4,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 08:15:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 08:15:02.013,,,1.2604E-16,35.554912,119.534590,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 08:18:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.0,48.0,2.7685E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 08:18:49,VC6M6019,,2024-12-12 08:22:12.966,6.0,48.0,2.7685E-16,,,1733991300000,0.0,,,0.0,1.2,-0.1,0.1,-1.2,0.8,3.7,86.2,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 08:22:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 08:22:12.966,,,1.2604E-16,35.487003,119.472172,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 08:28:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,5.9,49.0,2.7332E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 08:28:49,VC6M6019,,2024-12-12 08:55:20.089,5.9,49.0,2.7332E-16,,,1733991720000,0.0,,,0.0,1.1,0.0,0.1,-1.1,0.9,6.3,83.6,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 08:35:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 08:55:20.09,,,1.2604E-16,35.388479,119.384370,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 08:38:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.1,49.0,2.8043E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 08:38:49,VC6M6019,,2024-12-12 08:55:20.089,6.1,49.0,2.8043E-16,,,1733992500000,0.0,,,0.0,1.2,0.0,0.1,-1.2,-0.4,6.4,83.6,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 08:42:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 08:55:20.09,,,1.2604E-16,35.310954,119.363400,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 08:48:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.1,49.0,2.8043E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 08:48:49,VC6M6019,,2024-12-12 08:55:20.089,6.1,49.0,2.8043E-16,,,1733992920000,0.0,,,0.0,1.4,-0.1,0.2,-1.4,-1.1,6.1,83.8,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 08:55:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 08:55:20.09,,,1.2604E-16,35.173812,119.326411,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 08:58:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.2,49.0,2.8404E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 08:58:49,VC6M6019,,2024-12-12 09:02:16.942,6.2,49.0,2.8404E-16,,,1733993700000,0.0,,,0.0,1.1,0.1,0.2,-1.1,-1.3,2.9,86.8,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 09:02:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 09:02:16.943,,,1.2604E-16,35.135145,119.274446,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 09:08:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.1,49.0,2.8043E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 09:08:49,VC6M6019,,2024-12-12 09:15:07.501,6.1,49.0,2.8043E-16,,,1733994120000,0.0,,,0.0,1.1,0.0,0.1,-1.1,-0.4,6.1,83.9,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 09:15:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 09:15:07.503,,,1.2604E-16,35.022977,119.186143,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 09:18:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.3,49.0,2.8771E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 09:18:49,VC6M6019,,2024-12-12 09:22:27.037,6.3,49.0,2.8771E-16,,,1733994900000,0.0,,,0.0,1.1,0.0,0.1,-1.1,-1.3,5.8,84.0,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 09:22:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 09:22:27.04,,,1.2604E-16,34.959197,119.144410,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 09:28:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.2,49.0,2.8404E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 09:28:49,VC6M6019,,2024-12-12 09:35:16.108,6.2,49.0,2.8404E-16,,,1733995320000,0.0,,,0.0,1.1,-0.1,0.1,-1.1,0.8,4.7,85.2,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 09:35:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 09:35:16.202,,,1.2604E-16,34.846636,119.091247,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 09:38:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.6,48.0,2.9896E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 09:38:49,VC6M6019,,2024-12-12 09:42:07.639,6.6,48.0,2.9896E-16,,,1733996100000,0.0,,,0.0,1.1,0.0,0.1,-1.1,0.5,7.4,82.5,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 09:42:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 09:42:07.638,,,1.2604E-16,34.753006,119.087226,,,60.0,2,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 09:48:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.3,49.0,2.8771E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 09:48:49,VC6M6019,,2024-12-12 09:55:17.645,6.3,49.0,2.8771E-16,,,1733996520000,0.0,,,0.0,1.1,0.0,0.1,-1.1,0.9,6.7,83.2,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 09:55:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 09:55:17.646,,,1.2604E-16,34.632131,119.086087,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 09:58:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.5,49.0,2.9516E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 09:58:49,VC6M6019,,2024-12-12 10:02:29.466,6.5,49.0,2.9516E-16,,,1733997300000,0.0,,,0.0,1.0,0.0,0.0,-1.0,-1.1,5.6,84.3,0.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 10:02:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 10:02:29.465,,,1.2604E-16,34.632131,119.086087,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 10:08:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.3,49.0,2.8771E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 10:08:49,VC6M6019,,2024-12-12 10:15:18.413,6.3,49.0,2.8771E-16,,,1733997720000,0.0,,,0.0,1.0,0.0,0.1,-1.0,-1.1,5.6,84.3,0.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 10:15:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 10:15:18.414,,,1.2604E-16,34.632131,119.086087,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 10:18:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.4,49.0,2.9141E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 10:18:49,VC6M6019,,2024-12-12 10:22:29.913,6.4,49.0,2.9141E-16,,,1733998500000,0.0,,,0.0,1.2,0.0,0.1,-1.2,-1.6,5.1,84.6,0.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 10:22:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 10:22:29.914,,,1.2604E-16,34.583938,119.046505,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 10:28:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.2,49.0,2.8404E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 10:28:49,VC6M6019,,2024-12-12 10:35:18.679,6.2,49.0,2.8404E-16,,,1733998920000,0.0,,,0.0,1.1,0.0,0.1,-1.1,0.1,6.1,83.9,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 10:35:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 10:35:18.68,,,1.2604E-16,34.554623,119.033858,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 10:38:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.3,49.0,2.8771E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 10:38:49,VC6M6019,,2024-12-12 10:42:18.399,6.3,49.0,2.8771E-16,,,1733999700000,0.0,,,0.0,1.2,0.0,0.1,-1.2,0.1,7.8,82.2,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 10:42:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 10:42:18.411,,,1.2604E-16,34.505801,118.927239,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 10:48:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.1,49.0,2.8043E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 10:48:49,VC6M6019,,2024-12-12 10:55:02.758,6.1,49.0,2.8043E-16,,,1734000120000,0.0,,,0.0,1.2,0.0,0.1,-1.2,0.7,6.5,83.5,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 10:55:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 10:55:02.758,,,1.2604E-16,34.485367,118.759601,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 10:58:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.2,49.0,2.8404E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 10:58:49,VC6M6019,,2024-12-12 11:02:18.421,6.2,49.0,2.8404E-16,,,1734000900000,0.0,,,0.0,1.2,0.0,0.1,-1.2,-0.3,6.2,83.8,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 11:02:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2024-12-12 11:02:18.427,,,1.2604E-16,34.449562,118.680247,,,60.0,1,,,,,,,,,,,2024-12-13 00:30:54,2025-01-23 05:10:41
2024-12-12 11:08:00,VC6M6019,1a38a69d-d7ed-4aa5-be45-ad9d50244d42,2025-01-10 00:25:16.192,6.0,49.0,2.7685E-16,,,,,,,,,,,,,,,,,2025-01-11 00:30:54,2025-01-23 05:10:41
2024-12-12 11:08:49,VC6M6019,,2024-12-12 11:15:06.488,6.0,49.0,2.7685E-16,,,1734001320000,0.0,,,0.0,1.1,0.0,0.1,-1.1,0.1,5.7,84.3,1.0,0.0,2024-12-13 00:30:54,2025-01-23 05:10:41
