device_datetime,device_datetime_kor,device_serial,lat,lon,battery,temperature,humidity,shock,acc,tiltx,tilty,tiltz,measure_date_kst,aws_station_id,aws_station_name,aws_lat,aws_lon,ws1,ws10,ta,hm
2024-12-07 14:28:00,2024-12-07 23:28:00,VC6M6019,37.292079,126.835119,100.0,,,,,,,,2024-12-07 23:00:00,545,안산,37.28103,126.83848,0.1,0.3,-1.1,60.3
2024-12-07 14:28:49,2024-12-07 23:28:49,VC6M6019,37.292079,126.835119,100.0,-0.3,48.0,0.0,1.0,-3.6,-86.3,0.5,2024-12-07 23:00:00,545,안산,37.28103,126.83848,0.1,0.3,-1.1,60.3
2024-12-07 14:38:49,2024-12-07 23:38:49,VC6M6019,37.292079,126.835119,100.0,-0.6,48.0,0.0,1.0,-3.3,-86.7,0.5,2024-12-07 23:00:00,545,안산,37.28103,126.83848,0.1,0.3,-1.1,60.3
2024-12-07 14:41:00,2024-12-07 23:41:00,VC6M6019,37.288166,126.828954,100.0,,,,,,,,2024-12-07 23:00:00,545,안산,37.28103,126.83848,0.1,0.3,-1.1,60.3
2024-12-07 14:48:00,2024-12-07 23:48:00,VC6M6019,37.288166,126.828954,100.0,,,,,,,,2024-12-07 23:00:00,545,안산,37.28103,126.83848,0.1,0.3,-1.1,60.3
2024-12-07 14:48:49,2024-12-07 23:48:49,VC6M6019,37.288166,126.828954,100.0,-0.5,48.0,0.0,1.0,-3.2,-86.8,0.4,2024-12-07 23:00:00,545,안산,37.28103,126.83848,0.1,0.3,-1.1,60.3
2024-12-07 14:58:49,2024-12-07 23:58:49,VC6M6019,37.288166,126.828954,100.0,-0.7,48.0,0.0,1.0,-3.4,-86.6,0.5,2024-12-07 23:00:00,545,안산,37.28103,126.83848,0.1,0.3,-1.1,60.3
2024-12-07 15:01:00,2024-12-08 00:01:00,VC6M6019,37.292079,126.835119,100.0,,,,,,,,2024-12-08 00:00:00,545,안산,37.28103,126.83848,0.8,0.4,-1.0,60.4
2024-12-07 15:08:00,2024-12-08 00:08:00,VC6M6019,37.288166,126.828954,100.0,,,,,,,,2024-12-08 00:00:00,545,안산,37.28103,126.83848,0.8,0.4,-1.0,60.4
2024-12-07 15:08:49,2024-12-08 00:08:49,VC6M6019,37.288166,126.828954,100.0,-0.5,48.0,0.0,1.0,-3.5,-86.4,0.5,2024-12-08 00:00:00,545,안산,37.28103,126.83848,0.8,0.4,-1.0,60.4
2024-12-07 15:18:49,2024-12-08 00:18:49,VC6M6019,37.288166,126.828954,100.0,-0.8,48.0,0.0,1.0,-3.4,-86.6,0.4,2024-12-08 00:00:00,545,안산,37.28103,126.83848,0.8,0.4,-1.0,60.4
2024-12-07 15:21:00,2024-12-08 00:21:00,VC6M6019,37.288166,126.828954,100.0,,,,,,,,2024-12-08 00:00:00,545,안산,37.28103,126.83848,0.8,0.4,-1.0,60.4
2024-12-07 15:28:00,2024-12-08 00:28:00,VC6M6019,37.288166,126.828954,100.0,,,,,,,,2024-12-08 00:00:00,545,안산,37.28103,126.83848,0.8,0.4,-1.0,60.4
